3262.867000,1.413530,-1.674368,1.493553,-1.603595,-1.303409,-0.003976,0.125272,0.162860,0.113325,-0.172638,-0.074405,0.000000,1.844809,-1.492811,-3.257880,-0.692006,-0.355574,-0.133609,-0.746728,-10.289802,7.180601,4.389391,-0.714854,-0.241656
3262.877000,1.414823,-1.672752,1.494694,-1.605347,-1.304164,-0.003976,0.127615,0.166635,0.114744,-0.171228,-0.075097,0.000000,1.783723,-1.693658,-3.349565,-0.744098,-0.327347,-0.123790,0.422975,-12.770142,6.981791,5.629972,-0.116577,0.023366
3262.889000,1.416319,-1.670776,1.496098,-1.607479,-1.305076,-0.004012,0.128243,0.163771,0.113636,-0.174544,-0.075776,0.000000,1.775392,-1.627691,-3.213467,-0.671140,-0.317358,-0.109332,0.737465,-13.359793,8.056283,5.236689,0.261209,-0.007683
3262.899000,1.417624,-1.669106,1.497191,-1.609178,-1.305783,-0.004012,0.129271,0.163051,0.114785,-0.172247,-0.076403,0.000000,1.651472,-1.405114,-3.191668,-0.682773,-0.307290,-0.129725,2.911089,-9.420105,7.908236,4.292944,0.926559,-0.644075
3262.909000,1.418890,-1.667440,1.498295,-1.610946,-1.306563,-0.003952,0.126368,0.163221,0.114002,-0.173907,-0.076328,0.000000,1.859283,-1.373954,-3.310771,-0.656175,-0.274173,-0.143097,-0.737964,-6.373810,4.912141,2.656933,0.009984,-0.970478
3262.919000,1.420172,-1.665764,1.499424,-1.612664,-1.307293,-0.003989,0.127148,0.168206,0.116423,-0.176778,-0.074441,0.000000,1.907692,-1.996085,-3.351207,-0.658835,-0.266501,-0.131139,-0.438129,-17.779273,6.172365,6.012634,0.309412,-0.079921
3262.929000,1.421442,-1.664122,1.500576,-1.614362,-1.308060,-0.003940,0.129013,0.160550,0.115683,-0.172580,-0.072641,0.000000,1.593216,-1.303663,-3.367581,-0.700351,-0.287783,-0.140835,3.712254,-4.327214,4.324832,2.459547,1.097577,-1.264695
3262.939000,1.422735,-1.662502,1.501801,-1.616143,-1.308778,-0.004012,0.128474,0.163801,0.116762,-0.175116,-0.070326,0.000000,1.608248,-1.604634,-3.423237,-0.702019,-0.352887,-0.116895,3.422936,-9.147785,4.192043,3.653307,0.393403,-0.521996
3262.949000,1.423992,-1.660816,1.502938,-1.617825,-1.309461,-0.004012,0.127533,0.163921,0.113199,-0.176731,-0.070826,0.000000,1.631226,-1.644592,-3.275587,-0.671469,-0.401349,-0.133676,3.495781,-11.919559,6.635117,4.456549,0.061270,-0.433954
3262.961000,1.425546,-1.658827,1.504296,-1.619895,-1.310339,-0.004000,0.124259,0.164273,0.116747,-0.175129,-0.075829,0.000000,1.990918,-1.805855,-3.441696,-0.699523,-0.355095,-0.125170,-3.222270,-11.382738,4.356025,4.241106,-1.579321,0.008998
3262.971000,1.426807,-1.657194,1.505461,-1.621633,-1.311144,-0.003976,0.128483,0.161641,0.115176,-0.177624,-0.078093,0.000000,1.749539,-1.566944,-3.497185,-0.641329,-0.292801,-0.125299,1.213346,-6.400419,1.400960,1.826590,0.243073,-1.029824
3262.981000,1.428087,-1.655503,1.506672,-1.623398,-1.311899,-0.003964,0.127975,0.162667,0.116237,-0.175521,-0.076176,0.000000,1.605848,-1.549892,-3.608938,-0.708469,-0.253057,-0.146542,3.852883,-4.466998,0.390015,1.897948,1.256703,-1.497834
3262.991000,1.429381,-1.653924,1.507824,-1.625187,-1.312654,-0.004000,0.128330,0.165472,0.114689,-0.174409,-0.077030,0.000000,1.691833,-1.826141,-3.421117,-0.706461,-0.205255,-0.145048,3.230265,-12.323198,4.814855,4.907892,1.868257,-0.890220
3263.003000,1.430925,-1.651926,1.509167,-1.627295,-1.313587,-0.004000,0.126269,0.161621,0.112230,-0.177374,-0.072428,0.000000,1.654604,-1.638424,-3.376606,-0.697686,-0.289834,-0.150318,3.336400,-9.069035,4.946092,3.826535,1.017787,-1.010167
3263.013000,1.432171,-1.650290,1.510332,-1.629053,-1.314233,-0.003976,0.125988,0.162906,0.114023,-0.173686,-0.070264,0.000000,1.744905,-1.559720,-3.369922,-0.711749,-0.324606,-0.159570,1.400601,-7.130530,5.102856,3.421253,0.058499,-0.986592
3263.023000,1.433512,-1.648661,1.511484,-1.630772,-1.314942,-0.004000,0.127428,0.161355,0.114684,-0.173148,-0.072482,0.000000,1.621706,-1.589365,-3.421721,-0.718247,-0.341010,-0.145127,3.360331,-6.979855,4.265636,3.278821,0.441357,-0.947336
3263.033000,1.434745,-1.646996,1.512673,-1.632537,-1.315709,-0.003989,0.125953,0.167690,0.116278,-0.173311,-0.073369,0.000000,1.578057,-2.096795,-3.568419,-0.712392,-0.321441,-0.176215,5.906329,-14.888097,2.633915,5.093053,1.255293,-1.049848
3263.043000,1.436051,-1.645414,1.513823,-1.634320,-1.316406,-0.003976,0.126300,0.160841,0.112474,-0.172090,-0.075669,-0.000000,1.676897,-1.714907,-3.404481,-0.735700,-0.284886,-0.154829,2.874675,-9.170013,5.213123,4.319601,0.915849,-0.915259
