333.452000,0.030610,-1.096005,2.333313,-1.245859,-1.046087,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.131265,-3.721429,-1.470520,0.086259,-0.009931,-0.057860,0.000000,-4.145680,-1.232760,0.069509,0.000356,0.000000,0.000000,-49.648161,-12.128620,0.748120,0.003831,0.000000
333.464000,0.030634,-1.096017,2.333350,-1.245810,-1.046110,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.059307,-3.728555,-1.482807,0.074479,-0.012212,-0.055463,0.000000,-4.145725,-1.232904,0.069498,0.000357,0.000000,0.000000,-49.648705,-12.130034,0.748000,0.003847,0.000000
333.474000,0.030598,-1.096029,2.333325,-1.245823,-1.046087,-0.517495,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.001900,-3.697330,-1.509959,0.041328,-0.010249,-0.032540,-0.000000,-4.145498,-1.232896,0.069505,0.000356,0.000000,-0.000000,-49.645979,-12.129954,0.748081,0.003836,0.000000
333.484000,0.030598,-1.096005,2.333313,-1.245871,-1.046122,-0.517495,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.035458,-3.645014,-1.445176,0.075780,-0.017876,-0.062394,0.000000,-4.145756,-1.232853,0.069503,0.000357,0.000000,0.000000,-49.649071,-12.129530,0.748061,0.003841,0.000000
333.496000,0.030646,-1.096041,2.333338,-1.245823,-1.046063,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.058879,-3.728196,-1.460490,0.058699,-0.017054,-0.061599,0.000000,-4.145654,-1.232906,0.069498,0.000357,0.000000,0.000000,-49.647854,-12.130053,0.747999,0.003847,0.000000
333.506000,0.030586,-1.095993,2.333325,-1.245835,-1.046087,-0.517495,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.027368,-3.744248,-1.445317,0.062793,-0.003471,-0.065745,-0.000000,-4.145745,-1.232663,0.069516,0.000355,0.000000,-0.000000,-49.648942,-12.127660,0.748194,0.003820,0.000000
333.518000,0.030610,-1.096005,2.333338,-1.245810,-1.046099,-0.517507,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.083478,-3.723480,-1.464811,0.047938,0.012988,-0.041624,-0.000000,-4.145583,-1.232907,0.069498,0.000357,0.000000,-0.000000,-49.646998,-12.130067,0.748003,0.003847,0.000000
333.528000,0.030598,-1.096029,2.333325,-1.245835,-1.046087,-0.517459,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.083863,-3.714210,-1.485571,0.034576,0.005414,-0.045634,0.000000,-4.145535,-1.232760,0.069506,0.000356,0.000000,0.000000,-49.646421,-12.128621,0.748084,0.003836,0.000000
333.540000,0.030622,-1.096029,2.333338,-1.245835,-1.046087,-0.517507,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.076872,-3.681267,-1.455182,0.052265,-0.015321,-0.050892,-0.000000,-4.145696,-1.233045,0.069491,0.000358,0.000000,-0.000000,-49.648351,-12.131421,0.747925,0.003857,0.000000
333.550000,0.030610,-1.095993,2.333313,-1.245847,-1.046099,-0.517495,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.080614,-3.722156,-1.460025,0.054397,-0.003319,-0.072180,-0.000000,-4.145683,-1.232764,0.069506,0.000356,0.000000,-0.000000,-49.648195,-12.128654,0.748087,0.003836,0.000000
333.560000,0.030634,-1.096041,2.333302,-1.245847,-1.046087,-0.517507,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.109390,-3.655809,-1.436867,0.038941,-0.030162,-0.076217,-0.000000,-4.145752,-1.232759,0.069508,0.000356,0.000000,-0.000000,-49.649023,-12.128611,0.748111,0.003831,0.000000
333.572000,0.030598,-1.096017,2.333313,-1.245835,-1.046099,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.055190,-3.679092,-1.471761,0.085800,0.012105,-0.049606,0.000000,-4.145648,-1.232810,0.069505,0.000356,0.000000,0.000000,-49.647778,-12.129108,0.748076,0.003836,0.000000
333.582000,0.030562,-1.096029,2.333325,-1.245847,-1.046099,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.049758,-3.663032,-1.445232,0.057728,0.001759,-0.059951,-0.000000,-4.145599,-1.232750,0.069514,0.000355,0.000000,-0.000000,-49.647187,-12.128516,0.748171,0.003825,0.000000
333.594000,0.030610,-1.096005,2.333302,-1.245847,-1.046099,-0.517495,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.163823,-3.632471,-1.444039,0.044127,-0.007699,-0.069333,0.000000,-4.145790,-1.232806,0.069505,0.000356,0.000000,0.000000,-49.649480,-12.129069,0.748079,0.003836,0.000000
333.604000,0.030622,-1.096005,2.333338,-1.245835,-1.046122,-0.517459,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.034170,-3.602991,-1.450672,0.037229,-0.010983,-0.075433,0.000000,-4.145549,-1.232958,0.069494,0.000358,0.000000,0.000000,-49.646594,-12.130569,0.747962,0.003853,0.000000
333.616000,0.030610,-1.095981,2.333338,-1.245823,-1.046099,-0.517459,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.101408,-3.757746,-1.464658,0.065989,-0.004394,-0.062700,0.000000,-4.145719,-1.232808,0.069505,0.000356,0.000000,0.000000,-49.648629,-12.129088,0.748077,0.003836,0.000000
333.626000,0.030622,-1.096017,2.333338,-1.245871,-1.046099,-0.517507,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.194844,-3.713886,-1.474151,0.054363,-0.005543,-0.065606,0.000000,-4.145596,-1.232747,0.069516,0.000355,0.000000,0.000000,-49.647158,-12.128487,0.748200,0.003819,0.000000
333.638000,0.030574,-1.096029,2.333313,-1.245835,-1.046087,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.087348,-3.680798,-1.474906,0.059315,-0.001262,-0.045514,-0.000000,-4.145641,-1.232802,0.069512,0.000355,0.000000,-0.000000,-49.647698,-12.129027,0.748156,0.003825,0.000000
333.648000,0.030622,-1.096017,2.333325,-1.245835,-1.046122,-0.517507,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.070221,-3.688306,-1.448050,0.052217,-0.003439,-0.055548,0.000000,-4.145651,-1.232814,0.069501,0.000357,0.000000,0.000000,-49.647818,-12.129147,0.748037,0.003842,0.000000
333.658000,0.030598,-1.096041,2.333325,-1.245847,-1.046087,-0.517483,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.073435,-3.726973,-1.452653,0.051586,0.000099,-0.072422,0.000000,-4.145614,-1.232857,0.069503,0.000357,0.000000,0.000000,-49.647375,-12.129574,0.748053,0.003842,0.000000
